K,Distance,Voting scheme,Weight scheme,Accuracy,Precision,Recall,F1,Solving Time
3,minkowski2,Sheppards_Work,Relief,0.9681697612732095,0.9373526866438235,0.9681697612732095,0.9525120292849637,19.08340620994568
5,minkowski2,Sheppards_Work,Relief,0.9681697612732095,0.9373526866438235,0.9681697612732095,0.9525120292849637,19.743709802627563
7,minkowski2,Sheppards_Work,Relief,0.9681697612732095,0.9373526866438235,0.9681697612732095,0.9525120292849637,19.41206455230713
1,minkowski2,Sheppards_Work,ANOVA,0.9416445623342176,0.9416445623342176,0.9416445623342176,0.9416445623342176,14.64503264427185
3,minkowski2,Sheppards_Work,ANOVA,0.9681697612732095,0.955685234305924,0.9681697612732095,0.9570168880513709,14.600250244140625
5,minkowski2,Sheppards_Work,ANOVA,0.9681697612732095,0.955685234305924,0.9681697612732095,0.9570168880513709,14.517748355865479
7,minkowski2,Sheppards_Work,ANOVA,0.9655172413793104,0.9372707263389581,0.9655172413793104,0.9511843268649075,14.657135963439941
1,HEOM,Majority_class,Mutual_classifier,0.9389920424403183,0.9495826181931659,0.9389920424403183,0.9440409768590505,58.416725397109985
3,HEOM,Majority_class,Mutual_classifier,0.9628647214854111,0.9371883289124668,0.9628647214854111,0.9498530360599325,58.650696754455566
5,HEOM,Majority_class,Mutual_classifier,0.9628647214854111,0.9371883289124668,0.9628647214854111,0.9498530360599325,58.30680298805237
7,HEOM,Majority_class,Mutual_classifier,0.9655172413793104,0.9372707263389581,0.9655172413793104,0.9511843268649075,58.81728720664978
1,HEOM,Majority_class,Relief,0.9681697612732095,0.9373526866438235,0.9681697612732095,0.9525120292849637,12.73105764389038
3,HEOM,Majority_class,Relief,0.9681697612732095,0.9373526866438235,0.9681697612732095,0.9525120292849637,12.448608636856079
5,HEOM,Majority_class,Relief,0.9681697612732095,0.9373526866438235,0.9681697612732095,0.9525120292849637,12.6621413230896
7,HEOM,Majority_class,Relief,0.9681697612732095,0.9373526866438235,0.9681697612732095,0.9525120292849637,12.683622360229492
1,HEOM,Majority_class,ANOVA,0.9416445623342176,0.9416445623342176,0.9416445623342176,0.9416445623342176,29.967159271240234
3,HEOM,Majority_class,ANOVA,0.9681697612732095,0.955685234305924,0.9681697612732095,0.9570168880513709,30.107681035995483
5,HEOM,Majority_class,ANOVA,0.9681697612732095,0.955685234305924,0.9681697612732095,0.9570168880513709,29.871782541275024
7,HEOM,Majority_class,ANOVA,0.9655172413793104,0.9372707263389581,0.9655172413793104,0.9511843268649075,30.342005729675293
1,HEOM,Inverse_Distance_Weights,Mutual_classifier,0.9389920424403183,0.9456687720738016,0.9389920424403183,0.9422554972998459,59.07176470756531
3,HEOM,Inverse_Distance_Weights,Mutual_classifier,0.9602122015915119,0.9510973648904685,0.9602122015915119,0.9551122976064641,58.8051335811615
5,HEOM,Inverse_Distance_Weights,Mutual_classifier,0.9628647214854111,0.9371883289124668,0.9628647214854111,0.9498530360599325,58.71692705154419
7,HEOM,Inverse_Distance_Weights,Mutual_classifier,0.9628647214854111,0.9371883289124668,0.9628647214854111,0.9498530360599325,58.38350248336792
1,HEOM,Inverse_Distance_Weights,Relief,0.9681697612732095,0.9373526866438235,0.9681697612732095,0.9525120292849637,12.35417652130127
3,HEOM,Inverse_Distance_Weights,Relief,0.9681697612732095,0.9373526866438235,0.9681697612732095,0.9525120292849637,12.364453554153442
5,HEOM,Inverse_Distance_Weights,Relief,0.9681697612732095,0.9373526866438235,0.9681697612732095,0.9525120292849637,12.357582807540894
7,HEOM,Inverse_Distance_Weights,Relief,0.9681697612732095,0.9373526866438235,0.9681697612732095,0.9525120292849637,12.84238886833191
1,HEOM,Inverse_Distance_Weights,ANOVA,0.9416445623342176,0.9416445623342176,0.9416445623342176,0.9416445623342176,30.21298885345459
3,HEOM,Inverse_Distance_Weights,ANOVA,0.9628647214854111,0.9475753977002013,0.9628647214854111,0.9537821770790653,29.889131784439087
5,HEOM,Inverse_Distance_Weights,ANOVA,0.9655172413793104,0.9503042596348884,0.9655172413793104,0.9553823899958006,29.898804426193237
7,HEOM,Inverse_Distance_Weights,ANOVA,0.9628647214854111,0.9371883289124668,0.9628647214854111,0.9498530360599325,30.067336082458496
1,HEOM,Sheppards_Work,Mutual_classifier,0.9177718832891246,0.9397701291347164,0.9177718832891246,0.9284715953614515,59.384400367736816
3,HEOM,Sheppards_Work,Mutual_classifier,0.9628647214854111,0.9371883289124668,0.9628647214854111,0.9498530360599325,1314.9180119037628
5,HEOM,Sheppards_Work,Mutual_classifier,0.9655172413793104,0.9372707263389581,0.9655172413793104,0.9511843268649075,64.27335739135742
7,HEOM,Sheppards_Work,Mutual_classifier,0.9655172413793104,0.9372707263389581,0.9655172413793104,0.9511843268649075,54.89353895187378
1,HEOM,Sheppards_Work,Relief,0.9681697612732095,0.9373526866438235,0.9681697612732095,0.9525120292849637,10.663373470306396
3,HEOM,Sheppards_Work,Relief,0.9681697612732095,0.9373526866438235,0.9681697612732095,0.9525120292849637,10.660075426101685
5,HEOM,Sheppards_Work,Relief,0.9681697612732095,0.9373526866438235,0.9681697612732095,0.9525120292849637,10.57729697227478
7,HEOM,Sheppards_Work,Relief,0.9681697612732095,0.9373526866438235,0.9681697612732095,0.9525120292849637,10.553314447402954
1,HEOM,Sheppards_Work,ANOVA,0.9416445623342176,0.9416445623342176,0.9416445623342176,0.9416445623342176,23.785858869552612
3,HEOM,Sheppards_Work,ANOVA,0.9681697612732095,0.955685234305924,0.9681697612732095,0.9570168880513709,23.539403438568115
5,HEOM,Sheppards_Work,ANOVA,0.9681697612732095,0.955685234305924,0.9681697612732095,0.9570168880513709,23.471829652786255
7,HEOM,Sheppards_Work,ANOVA,0.9655172413793104,0.9372707263389581,0.9655172413793104,0.9511843268649075,23.706522226333618
