K,Distance,Voting scheme,Weight scheme,Accuracy_mean,Accuracy_std,Precision_Class_0_mean,Precision_Class_0_std,Recall_Class_0_mean,Recall_Class_0_std,F1_Class_0_mean,F1_Class_0_std,Precision_Class_1_mean,Precision_Class_1_std,Recall_Class_1_mean,Recall_Class_1_std,F1_Class_1_mean,F1_Class_1_std,Solving Time_mean,Solving Time_std
7,minkowski2,Sheppards_Work,Mutual_classifier,0.9615524437791496,0.009185325369137794,0.965470242113334,0.008556642648318572,0.9955938651398426,0.003210251934783232,0.9802822513351199,0.004816121532146609,0.4883333333333333,0.435468386969,0.11040556665556664,0.10264744944700335,0.17821428571428571,0.16280876048853002,12.829540228843689,0.26396841180240355
7,minkowski1,Sheppards_Work,Mutual_classifier,0.9615510328643124,0.008394585634844963,0.9644801544157364,0.008574246428211595,0.9967036108717044,0.0033504765630598264,0.9803045599769517,0.00439648417948008,0.505,0.45974026483560376,0.0845127095127095,0.0890683434512621,0.14157407407407407,0.14457130785329583,7.873605799674988,1.4920906553793163
7,minkowski1,Inverse_Distance_Weights,ANOVA,0.9612871917897596,0.008655583091895618,0.9647197254464874,0.008735422298812094,0.9961510711052115,0.003459079098458437,0.980160389239457,0.004542561923150867,0.51,0.4575295983139597,0.0919178044178044,0.0822200265975543,0.15331501831501831,0.1347603855543502,6.796514701843262,0.0460303191790531
5,minkowski2,Majority_class,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,15.516295623779296,0.1893350127113538
5,minkowski2,Sheppards_Work,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,15.649594831466676,0.6793219498244892
3,minkowski1,Inverse_Distance_Weights,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,11.062086081504821,0.10611333747931727
7,HEOM,Inverse_Distance_Weights,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,10.454549622535705,0.16058757075916527
3,minkowski1,Majority_class,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,10.965796065330505,0.07070161499195954
3,minkowski1,Sheppards_Work,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,11.476673984527588,1.3207512483479213
5,minkowski1,Sheppards_Work,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,11.473682165145874,1.446074089895572
3,minkowski2,Inverse_Distance_Weights,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,15.563597488403321,0.22985229492099846
5,minkowski2,Inverse_Distance_Weights,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,15.550773787498475,0.3280836253860803
3,minkowski2,Majority_class,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,15.503237557411193,0.169929921122054
3,minkowski2,Sheppards_Work,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,15.600374674797058,0.31038103283426033
5,HEOM,Inverse_Distance_Weights,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,10.388758492469787,0.0804519416601384
5,HEOM,Majority_class,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,10.461775302886963,0.13340436575479478
5,HEOM,Sheppards_Work,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,10.19674174785614,0.6707550994215387
5,minkowski1,Majority_class,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,10.988695955276489,0.07119968929713968
3,HEOM,Sheppards_Work,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,10.419036030769348,0.06569096609179893
7,minkowski2,Sheppards_Work,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,15.501638269424438,0.1766694243315364
7,minkowski1,Majority_class,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,11.017929911613464,0.09837442749576839
7,minkowski1,Inverse_Distance_Weights,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,11.026806354522705,0.07061093440867569
1,HEOM,Inverse_Distance_Weights,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,10.448101782798767,0.18582854323846287
1,HEOM,Majority_class,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,10.448838782310485,0.0780024502872893
7,minkowski2,Majority_class,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,15.490143156051635,0.09816178009102472
7,minkowski2,Inverse_Distance_Weights,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,15.84690592288971,1.1113551662821368
1,minkowski1,Inverse_Distance_Weights,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,11.0413343667984,0.13661440537176336
7,minkowski1,Sheppards_Work,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,11.467211699485778,1.3440779749311569
1,minkowski1,Majority_class,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,10.97121307849884,0.0889448392022115
1,minkowski1,Sheppards_Work,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,11.468335175514222,1.3241997807681072
3,HEOM,Majority_class,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,10.437136125564574,0.11815053563544554
1,minkowski2,Inverse_Distance_Weights,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,15.50144648551941,0.2284278133686243
5,minkowski1,Inverse_Distance_Weights,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,11.029137420654298,0.06386461994241414
1,minkowski2,Majority_class,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,15.47054717540741,0.11198862409522119
7,HEOM,Majority_class,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,10.443956875801087,0.10824997140710178
1,minkowski2,Sheppards_Work,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,15.420035099983215,0.08802983137612046
3,HEOM,Inverse_Distance_Weights,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,10.46361572742462,0.10463551735446953
7,HEOM,Sheppards_Work,Relief,0.9610163185364946,0.01054443607393802,0.9610163185364946,0.01054443607393802,1.0,0.0,0.9800941180107717,0.005487784038376685,0.0,0.0,0.0,0.0,0.0,0.0,10.449459528923034,0.15561754785005355
7,HEOM,Inverse_Distance_Weights,ANOVA,0.9607566878109799,0.008620335976970712,0.9647017953374188,0.00873146013930429,0.9956000901922225,0.0036986878330822954,0.9798834756830781,0.004524109780109179,0.5,0.45643546458763845,0.0919178044178044,0.0822200265975543,0.152016317016317,0.13339836242462141,24.44755802154541,0.32681063052642584
7,minkowski2,Inverse_Distance_Weights,ANOVA,0.9607566878109799,0.008620335976970712,0.9647017953374188,0.00873146013930429,0.9956000901922225,0.0036986878330822954,0.9798834756830781,0.004524109780109179,0.5,0.45643546458763845,0.0919178044178044,0.0822200265975543,0.152016317016317,0.13339836242462141,11.808904075622559,0.2185254812204296
5,minkowski2,Majority_class,ANOVA,0.9604900249067528,0.010175770001928095,0.9646873647837715,0.009441987432457968,0.9953087127067077,0.003208538016448681,0.9797373934583297,0.005333322259533759,0.45999999999999996,0.3459822303293967,0.09570568320568319,0.07479461552708642,0.15517748917748916,0.11666744251161602,11.764029502868652,0.10033520361854141
5,HEOM,Sheppards_Work,ANOVA,0.9604900249067528,0.010175770001928095,0.9646873647837715,0.009441987432457968,0.9953087127067077,0.003208538016448681,0.9797373934583297,0.005333322259533759,0.45999999999999996,0.3459822303293967,0.09570568320568319,0.07479461552708642,0.15517748917748916,0.11666744251161602,24.444949507713318,0.3490607222708229
5,HEOM,Majority_class,ANOVA,0.9604900249067528,0.010175770001928095,0.9646873647837715,0.009441987432457968,0.9953087127067077,0.003208538016448681,0.9797373934583297,0.005333322259533759,0.45999999999999996,0.3459822303293967,0.09570568320568319,0.07479461552708642,0.15517748917748916,0.11666744251161602,24.55537805557251,0.5136869106236374
5,minkowski2,Sheppards_Work,ANOVA,0.9604900249067528,0.010175770001928095,0.9646873647837715,0.009441987432457968,0.9953087127067077,0.003208538016448681,0.9797373934583297,0.005333322259533759,0.45999999999999996,0.3459822303293967,0.09570568320568319,0.07479461552708642,0.15517748917748916,0.11666744251161602,11.711251831054687,0.07607496552120718
5,minkowski2,Sheppards_Work,Mutual_classifier,0.9604893231819132,0.008227574136651395,0.9641937323903168,0.008775670128772601,0.9958749021543589,0.002657874766204608,0.9797552547001009,0.004317646329518925,0.4383333333333333,0.36055940761510175,0.08055416805416804,0.06722066106943071,0.13371459694989105,0.11021595893011417,12.766473841667175,0.19807433065132984
7,HEOM,Inverse_Distance_Weights,Mutual_classifier,0.9602254821073604,0.009253840504799642,0.9644321432962986,0.008581309763061137,0.9953262706738618,0.004870820146476261,0.9796113704448841,0.0048378893842219986,0.4916666666666666,0.4913605450025319,0.0845127095127095,0.08906834345126213,0.1406934731934732,0.14658909418593916,47.842291951179504,0.6681995713511266
5,minkowski1,Sheppards_Work,Mutual_classifier,0.9602254746422025,0.011093256533115454,0.9646674098537273,0.009258336073240307,0.9950293141729052,0.004084270425120523,0.979595704567393,0.005808420607998801,0.45666666666666667,0.38363112426675294,0.09790556665556664,0.08053114067494334,0.15845959595959594,0.1297986072828465,7.843404793739319,1.3459411739506533
5,minkowski1,Majority_class,ANOVA,0.9599609281102313,0.009858580610193544,0.9644214582530214,0.009288517899970263,0.9950370026102036,0.003388377046209069,0.9794678897968409,0.005168456444689137,0.41,0.374512028190363,0.08737234987234985,0.08073287153643072,0.1408917748917749,0.1266618749827258,6.798021912574768,0.04838685498448405
7,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9596956798534201,0.009806868800680758,0.9646588364708281,0.008938482536523787,0.9944898263192709,0.004093481691848749,0.9793255655745176,0.0051321924386054365,0.43499999999999994,0.39514413685247674,0.09246725496725496,0.09074247235936761,0.14845762081056196,0.14137952949011276,7.370821189880371,0.060521622283045126
5,minkowski1,Sheppards_Work,ANOVA,0.9596956761208413,0.009646580245506322,0.9641626347236096,0.009132335765284915,0.9950370026102036,0.003388377046209069,0.9793347720921861,0.005062255427285591,0.3933333333333333,0.36541875184167943,0.07968004218004217,0.07728653298872086,0.12922510822510822,0.12072949069380554,6.787834525108337,0.060613563398513724
5,minkowski2,Inverse_Distance_Weights,ANOVA,0.9586346644307027,0.009352524852309698,0.9646308364533297,0.009418533065418106,0.9933914588946271,0.003907758361519828,0.9787725273006215,0.004903577403075555,0.4166666666666667,0.3356401659331826,0.09570568320568319,0.07479461552708642,0.1522566844919786,0.11539757978469212,11.791436052322387,0.18762856642801792
5,HEOM,Inverse_Distance_Weights,ANOVA,0.9586346644307027,0.009352524852309698,0.9646308364533297,0.009418533065418106,0.9933914588946271,0.003907758361519828,0.9787725273006215,0.004903577403075555,0.4166666666666667,0.3356401659331826,0.09570568320568319,0.07479461552708642,0.1522566844919786,0.11539757978469212,24.45685875415802,0.27686565321159
3,HEOM,Sheppards_Work,Mutual_classifier,0.9583680127242123,0.009433909238606757,0.9648598745979644,0.008744715425878444,0.9928336659902415,0.004534777685546384,0.9786237019392914,0.004962886998745359,0.375,0.341768277573498,0.09924246505128856,0.08189024523896653,0.15495235440887611,0.12990864519436549,47.83942792415619,0.691741547876203
5,HEOM,Inverse_Distance_Weights,Mutual_classifier,0.9581034475293464,0.009236047623143147,0.9648430882628386,0.007629190355025279,0.9925634405705817,0.005951985954957835,0.9784853438297285,0.004868514724965492,0.3682142857142857,0.30752921129126914,0.09463457294339646,0.07971854700672211,0.14740227551175558,0.12417090834584339,47.87957501411438,0.6479615739535328
5,minkowski1,Inverse_Distance_Weights,ANOVA,0.9578389084625328,0.008591483631781275,0.9643466152785549,0.008596977287560573,0.9928351463803586,0.003920744862866292,0.9783600931361546,0.0045302922723557265,0.32452380952380955,0.297668884716212,0.0842254967254967,0.0793299721813983,0.13069065631725477,0.11938448763851586,6.788549995422363,0.11100574256103835
5,minkowski2,Inverse_Distance_Weights,Mutual_classifier,0.9578375050128536,0.009787889070752367,0.9643398790475363,0.008442356024833881,0.9928321881001546,0.0053877466595123125,0.9783559481078845,0.005142864058239447,0.3823809523809524,0.37719075373269173,0.0830704018204018,0.08917744080425391,0.12985668276972623,0.13265257804461275,12.927770090103149,0.8634090511026064
5,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9578375012802747,0.007742728346660865,0.9638601451053651,0.008922606132344479,0.9933969137575336,0.0034336080183007545,0.978377313539965,0.004055304350957618,0.27285714285714285,0.3135316430710832,0.07290556665556665,0.08807835204675624,0.11186717536562736,0.13002151591393205,7.378359580039978,0.042907142126363616
3,HEOM,Majority_class,Mutual_classifier,0.9578360903654375,0.008430814842794196,0.9648550149502177,0.009134976746018058,0.9922971530494952,0.0047969828993498255,0.9783514750702522,0.00442030411245595,0.4035714285714286,0.31805549366762115,0.10512481799246502,0.06919226702146408,0.16087226782878955,0.10329610898117494,47.914361524581906,0.5979592168468455
3,minkowski2,Sheppards_Work,Mutual_classifier,0.9575701366512078,0.0075086655940441475,0.9653610350192556,0.009637364649761235,0.9914787595989459,0.005010113412804197,0.9782043982981168,0.003943624064518628,0.3922222222222222,0.22261077142752,0.12471425633190336,0.07566089777594603,0.17821404511941594,0.09247694129196202,12.642773652076722,0.16167753782572808
3,minkowski1,Majority_class,Mutual_classifier,0.9567800094120711,0.009575666543379267,0.9648074279265529,0.009013588860244049,0.9911829728992643,0.004653225773005961,0.9777922424124943,0.005036013534235334,0.34023809523809523,0.28303071741287045,0.10302891552891551,0.07657965013965902,0.15342633914447074,0.11329133137564915,7.4243553400039675,0.14542815276044965
3,minkowski1,Sheppards_Work,Mutual_classifier,0.9565091249610692,0.00877324391756146,0.9650556787825669,0.00864634400518015,0.9906350902890614,0.006135857610235398,0.9776452584773271,0.004626744664469653,0.34833333333333333,0.33797234893105577,0.1058698246198246,0.08097741444367919,0.15562955465587042,0.12017768029729743,7.514990615844726,0.21327834381162702
3,minkowski2,Majority_class,Mutual_classifier,0.9557161833574159,0.006725249092800858,0.9647819281489551,0.00813286694219336,0.9900998952073765,0.005645276163252073,0.9772429091608474,0.0035586268790089,0.31999999999999995,0.31890534220039435,0.09684347515229866,0.08413157748385271,0.14321972145501555,0.12070551716030813,12.658062028884888,0.06578436920330946
3,minkowski2,Sheppards_Work,ANOVA,0.9551870865608943,0.010916992637758008,0.9644958982513352,0.009311723150301805,0.989793259322427,0.006380533467511856,0.9769516351672747,0.005756049438436659,0.33115079365079364,0.22678232926690928,0.09673663754546105,0.05033891721971759,0.14309487558053985,0.07404143057293985,12.408680510520934,1.4382924572527485
3,HEOM,Sheppards_Work,ANOVA,0.9551870865608943,0.010916992637758008,0.9644958982513352,0.009311723150301805,0.989793259322427,0.006380533467511856,0.9769516351672747,0.005756049438436659,0.33115079365079364,0.22678232926690928,0.09673663754546105,0.05033891721971759,0.14309487558053985,0.07404143057293985,24.43821759223938,0.3283662280856262
3,HEOM,Majority_class,ANOVA,0.9546565825821146,0.01140801033647973,0.964471307382721,0.009345411614178253,0.9892345608713328,0.006302040121252176,0.9766697687606797,0.006017711762566002,0.31091269841269836,0.20527389489186945,0.09673663754546105,0.05033891721971759,0.14175485328399579,0.07360323135205563,24.422353291511534,0.29588545534174204
3,minkowski2,Majority_class,ANOVA,0.9546565825821146,0.01140801033647973,0.964471307382721,0.009345411614178253,0.9892345608713328,0.006302040121252176,0.9766697687606797,0.006017711762566002,0.31091269841269836,0.20527389489186945,0.09673663754546105,0.05033891721971759,0.14175485328399579,0.07360323135205563,11.715194821357727,0.0958255453846299
3,minkowski2,Inverse_Distance_Weights,Mutual_classifier,0.9538657349552434,0.013549488741699258,0.9651812637461952,0.008707502604844571,0.9875914290474,0.00875483457041913,0.9762343215918197,0.0071240453052467045,0.33726190476190476,0.307676646408654,0.11405816405816405,0.09321415151102773,0.1673108129193322,0.14032603528797408,13.045344996452332,1.1006053663858173
3,minkowski1,Inverse_Distance_Weights,Mutual_classifier,0.9538629317884638,0.010445579011761384,0.9649557772839357,0.009616451202559119,0.9878706840225092,0.005828004079371321,0.9762476644453189,0.005514439089647106,0.28908730158730156,0.18230999754862937,0.11780376486258837,0.06818349363139858,0.1604091808641546,0.0841948196941137,7.404617238044739,0.05252950649424221
3,minkowski1,Sheppards_Work,ANOVA,0.9535969743416552,0.011037615022507236,0.9639322836887694,0.008955393012473329,0.988683584035415,0.005885562187590573,0.9761284405925178,0.005818996944968376,0.22305555555555556,0.22449474592181895,0.0794178044178044,0.0752832769299279,0.11483570036201614,0.10787469559458182,7.224452066421509,1.3580599027317333
3,minkowski1,Majority_class,ANOVA,0.9530664703628753,0.011441867735765382,0.9639076481498305,0.008986862743231265,0.9881248855843208,0.005685486108733957,0.975846567656178,0.006035833148020445,0.2097222222222222,0.2079162491645775,0.0794178044178044,0.0752832769299279,0.1136091491354649,0.10711590916853186,6.768334436416626,0.03694581519610816
3,minkowski2,Inverse_Distance_Weights,ANOVA,0.9522707181272846,0.009080894608022026,0.964643200830033,0.008499526919336513,0.9864924075940159,0.005414136434492792,0.9754192479571581,0.004818805004177063,0.2511904761904762,0.18415178404414514,0.09844118300000651,0.06755781911795826,0.13890165631469978,0.0931183379642648,12.011040091514587,0.4828040355403935
3,HEOM,Inverse_Distance_Weights,ANOVA,0.9522707181272846,0.009080894608022026,0.964643200830033,0.008499526919336513,0.9864924075940159,0.005414136434492792,0.9754192479571581,0.004818805004177063,0.2511904761904762,0.18415178404414514,0.09844118300000651,0.06755781911795826,0.13890165631469978,0.0931183379642648,24.45163984298706,0.2643854814666862
3,minkowski1,Inverse_Distance_Weights,ANOVA,0.951741617598184,0.009638493846049421,0.9641167506074275,0.008495339413867483,0.9864847896015675,0.004561293946663368,0.9751526779884971,0.005092832881618193,0.20079365079365075,0.2046480549739868,0.08396325896325894,0.08030811776683239,0.11767913795058116,0.11376577372956614,6.772956323623657,0.06024231459649159
3,HEOM,Inverse_Distance_Weights,Mutual_classifier,0.9506806133732033,0.010448383068701024,0.9650979548005797,0.008574684692531809,0.9842984766928504,0.008342993385035339,0.9745658444709306,0.00551921023340096,0.26904761904761904,0.26484639510621216,0.11425657675657672,0.09263735636794494,0.15063492063492062,0.12603581084431653,47.99696595668793,0.5245445629236877
1,HEOM,Sheppards_Work,Relief,0.9493761068962829,0.040262526278187716,0.9615259429724995,0.010344021938163563,0.9867036011080332,0.04204690517675406,0.973515339103046,0.02254357838555394,0.00769230769230769,0.024325212770525986,0.02352941176470588,0.07440653318043244,0.011594202898550721,0.036664088813546415,10.196416974067688,0.71132810887726
